DistanceFromVenue,Availability,InterestLevel,RelationshipWithHost,SocialCircleAttendance,MaritalStatus,PersonalInvitation,WeatherForecast,PreviousAttendance,TransportationAvailability,WillAttend
13,1,6,9,70,1,1,0,0,1,1
15,0,8,3,11,1,0,0,0,1,1
25,1,3,2,58,0,0,0,1,1,1
23,0,3,6,80,0,1,1,1,1,1
22,0,8,5,57,0,0,0,1,1,1
26,1,8,4,87,1,1,0,0,0,1
33,0,8,4,36,0,1,1,1,1,1
11,0,1,8,82,1,1,0,1,0,1
10,1,8,10,44,1,0,0,1,1,1
25,0,8,3,79,0,0,1,1,1,1
37,0,2,1,24,1,1,1,0,0,1
48,1,9,5,26,1,1,0,0,1,1
43,0,7,8,50,1,1,0,0,0,1
38,0,8,3,41,0,0,1,0,0,1
41,1,2,2,70,0,0,0,1,0,1
45,0,4,1,41,1,1,1,0,1,1
24,0,7,4,59,0,1,1,0,1,1
40,1,6,2,71,1,1,0,0,0,1
46,0,7,8,78,0,1,1,1,0,1
33,0,1,10,57,1,0,0,0,1,1
17,1,8,9,79,0,0,1,0,0,1
24,1,7,10,71,0,0,1,0,0,1
37,0,4,1,99,1,0,0,0,1,1
2,0,1,2,95,0,1,0,1,1,1
32,1,8,6,80,1,0,1,1,1,1
24,0,10,10,99,0,1,0,1,0,1
9,0,7,7,21,0,0,1,0,1,1
4,0,8,2,95,0,0,0,0,0,1
17,1,10,8,57,0,0,0,1,1,1
17,0,1,10,10,1,1,0,0,0,1
50,0,5,9,5,1,0,0,1,1,1
48,1,9,8,21,1,0,1,1,0,1
30,1,5,9,77,1,0,0,0,1,1
40,1,10,6,91,0,0,0,1,0,1
11,0,3,7,11,0,0,0,1,0,1
21,0,9,6,26,1,0,0,0,1,1
21,1,9,7,0,1,1,0,0,1,1
18,0,4,3,63,1,1,0,0,0,1
29,0,4,4,73,1,1,0,1,1,1
24,0,8,9,96,0,1,1,0,0,1
10,0,7,3,79,1,0,1,0,0,1
45,1,5,2,38,0,1,0,0,0,1
17,1,6,7,59,0,1,1,0,0,1
18,0,3,6,69,0,1,0,0,1,1
42,1,6,3,53,0,0,1,0,0,1
48,0,8,6,24,0,0,0,0,1,1
20,0,10,7,19,0,0,0,0,0,1
37,1,9,6,35,0,1,0,0,0,1
45,1,3,1,22,1,1,1,0,0,1
18,0,8,1,79,1,0,0,1,1,1
17,0,3,9,0,0,0,0,1,1,1
9,0,2,6,93,1,1,0,1,0,1
14,0,5,2,26,0,1,0,1,0,1
49,1,4,1,51,1,0,0,0,0,1
29,1,5,2,1,1,0,1,0,0,1
31,0,6,8,20,1,1,1,1,0,1
4,0,3,5,8,1,0,1,0,1,1
18,1,1,7,87,1,0,0,0,0,1
20,0,4,7,47,1,0,0,0,1,1
47,1,6,2,38,1,0,0,0,1,1
43,0,2,4,41,1,0,1,0,0,1
44,1,2,2,70,0,1,0,1,1,1
9,0,1,7,93,0,1,1,1,0,1
13,0,9,5,44,0,0,0,1,0,1
15,0,3,1,1,1,1,0,1,1,1
27,1,2,2,75,0,1,1,1,1,1
15,1,4,6,76,0,0,0,1,0,1
28,0,6,4,66,1,0,0,1,0,1
37,0,1,7,42,0,1,1,1,0,1
19,0,9,2,17,0,1,1,1,1,1
26,0,9,2,38,1,1,1,0,1,1
26,1,8,6,5,1,0,0,0,0,1
25,1,6,8,41,0,0,0,0,1,1
26,1,4,1,51,1,1,1,1,1,1
26,0,2,5,26,1,0,1,1,0,1
46,0,8,1,78,0,1,0,1,0,1
28,1,7,6,14,1,0,0,1,0,1
49,0,4,7,18,0,0,0,1,0,1
18,1,3,6,61,1,0,0,1,0,1
32,1,6,9,63,1,1,0,1,1,1
3,1,1,3,50,0,0,1,0,0,1
2,1,2,8,46,1,0,0,0,1,1
33,0,7,3,56,1,0,0,1,0,1
42,1,3,7,19,0,0,1,1,0,1
19,0,1,5,19,1,0,1,0,0,1
17,1,2,1,81,1,1,0,1,0,1
44,1,10,4,63,1,0,0,0,0,1
33,1,10,9,97,1,0,0,1,1,1
12,1,9,8,100,0,1,1,0,0,1
49,0,7,3,98,1,0,0,0,1,1
3,0,7,2,37,1,0,0,1,0,1
43,0,10,9,37,1,0,0,1,1,1
49,0,8,1,64,1,0,1,1,0,1
26,1,8,9,75,1,1,0,1,1,1
35,0,9,7,4,0,0,0,0,0,1
8,0,2,2,63,1,0,0,0,0,1
36,1,8,5,26,0,0,0,0,0,1
7,0,8,2,19,0,0,1,1,1,1
46,0,5,5,59,0,1,0,0,0,1
46,0,5,7,39,0,0,1,0,0,1
36,0,4,5,82,1,0,1,1,0,1
16,1,5,2,78,0,1,1,1,0,1
24,1,2,5,5,1,0,0,0,1,1
1,0,2,10,72,1,1,0,0,0,1
49,1,5,6,35,0,0,0,0,0,1
25,0,3,5,86,0,1,1,1,0,1
10,0,1,2,73,1,1,0,0,1,1
16,0,9,6,64,0,1,1,1,0,1
16,1,2,6,10,1,1,1,1,1,1
8,1,10,2,48,0,0,1,1,1,1
29,1,2,4,83,1,0,0,0,1,1
39,1,4,7,27,1,1,0,1,0,1
28,1,2,1,21,0,1,1,0,1,1
6,1,7,1,83,0,1,1,1,0,1
16,0,10,6,46,0,0,1,0,0,1
20,1,1,7,79,0,1,0,0,1,1
16,0,2,5,65,1,0,1,0,1,1
7,0,5,10,24,0,0,0,0,1,1
41,1,2,8,90,1,1,0,1,0,1
14,0,9,4,66,1,1,1,0,0,1
43,0,4,3,86,1,0,0,1,1,1
26,0,9,7,31,1,1,0,1,1,1
26,1,1,4,16,0,1,1,1,1,1
14,1,1,1,39,0,0,0,1,0,1
7,0,1,8,83,1,1,0,1,1,1
33,1,4,5,29,1,1,0,0,1,1
26,0,9,8,58,0,0,0,1,0,1
45,1,8,8,27,0,1,0,0,1,1
20,0,7,5,46,1,1,0,0,0,1
3,0,1,8,22,1,0,0,0,1,1
4,1,3,7,82,1,1,1,0,0,1
26,1,9,3,56,0,0,1,1,0,1
11,1,9,4,88,0,1,0,1,0,1
2,1,5,7,87,0,0,0,1,1,1
14,1,6,4,0,1,0,1,0,1,1
44,0,6,6,91,0,1,0,0,1,1
30,0,10,2,28,1,0,0,1,0,1
49,0,4,2,49,0,1,0,1,0,1
12,1,1,3,63,1,0,0,0,1,1
26,1,5,10,98,0,1,1,1,0,1
44,0,1,7,80,1,0,1,0,1,1
33,0,1,3,74,1,0,0,0,0,1
13,0,5,3,36,1,1,1,1,0,1
14,0,5,4,60,0,1,0,1,1,1
24,1,7,10,6,0,0,1,0,0,1
34,0,2,6,89,1,0,0,0,0,1
44,1,6,1,86,1,0,1,1,0,1
26,0,2,6,63,1,0,0,1,1,1
21,1,10,8,17,1,0,0,1,0,1
28,1,5,8,28,1,0,1,1,1,1
48,1,4,6,97,1,0,1,0,1,1
36,1,10,6,59,1,0,0,0,0,1
40,0,5,3,53,1,1,1,0,1,1
2,0,2,2,71,1,1,1,0,1,1
42,0,8,7,20,0,1,0,0,1,1
9,1,8,8,20,1,1,1,1,0,1
23,0,6,10,57,1,0,0,0,1,1
15,0,3,6,48,1,0,1,0,0,1
13,0,4,5,35,1,1,0,1,1,1
23,1,1,4,16,0,0,0,0,0,1
17,1,9,1,79,1,0,1,1,0,1
48,1,10,9,52,1,1,0,1,1,1
2,0,5,10,14,1,1,0,0,1,1
20,0,8,4,78,1,1,1,0,1,1
20,0,3,2,39,1,0,0,0,1,1
46,1,4,4,80,0,0,1,0,1,1
3,0,4,5,50,1,1,1,1,0,1
12,1,8,2,64,1,1,0,1,1,1
40,1,9,7,12,1,1,1,1,0,1
2,1,3,3,37,0,1,1,0,1,1
36,1,7,8,73,0,0,0,1,1,1
14,0,9,4,96,0,1,1,0,0,1
16,0,2,5,25,0,0,0,1,0,1
19,1,4,3,75,1,1,1,1,0,1
34,0,3,5,82,1,0,0,0,0,1
44,1,8,9,14,0,0,1,1,1,1
46,0,4,2,4,0,1,0,0,1,1
6,0,9,7,1,1,0,0,1,0,1
13,1,1,10,77,0,1,1,1,0,1
36,1,1,8,92,1,1,0,0,0,1
22,1,4,3,64,0,1,0,1,0,1
18,1,3,4,76,0,0,0,1,0,1
12,0,3,10,59,0,1,1,1,1,1
30,1,10,2,95,0,0,0,0,0,1
40,0,2,10,97,0,1,1,0,0,1
7,1,10,9,55,0,0,1,0,0,1
32,0,10,3,77,1,1,1,0,1,1
48,1,2,9,37,1,1,0,1,0,1
19,0,8,7,56,1,0,1,1,1,1
6,0,1,6,50,1,0,0,0,0,1
20,0,8,3,40,0,0,1,0,0,1
27,1,10,7,78,1,1,1,1,0,1
43,1,3,3,69,0,0,1,0,0,1
37,1,2,6,92,0,0,0,0,1,1
48,1,9,8,100,0,0,1,0,0,1
7,0,5,5,82,1,0,0,0,1,1
5,0,5,3,51,0,1,0,1,1,1
11,0,6,6,0,0,0,1,1,0,1
15,1,4,8,84,0,0,1,0,0,1
3,0,7,10,17,0,1,1,0,1,1
5,0,7,3,26,1,1,0,1,0,1
23,1,9,5,91,0,1,0,1,0,1
37,1,6,9,71,1,0,0,0,1,1
9,0,1,10,94,0,0,1,1,0,1
15,1,9,10,75,1,0,0,1,1,1
3,1,10,3,41,1,0,0,1,1,1
29,1,9,2,5,1,0,0,1,0,1
6,1,5,8,89,1,1,0,1,1,1
17,0,7,7,79,1,0,1,1,0,1
26,0,1,9,93,1,0,1,0,1,1
21,0,4,4,82,1,0,1,1,1,1
8,0,10,3,81,0,0,0,1,0,1
21,0,4,10,23,0,0,0,0,0,1
11,1,5,5,44,1,0,1,0,1,1
38,0,6,1,83,1,1,1,0,1,1
8,0,4,5,70,1,1,0,0,0,1
42,1,6,3,6,0,1,0,0,1,1
24,1,10,1,15,0,1,0,0,1,1
35,1,7,3,57,0,1,1,0,0,1
14,0,3,5,56,1,1,0,0,0,1
14,1,9,5,41,1,0,0,0,1,1
10,1,8,10,13,1,0,1,1,0,1
12,1,1,8,55,0,1,0,0,1,1
38,0,2,1,11,1,1,0,0,1,1
44,1,2,7,92,1,0,1,1,1,1
46,1,10,5,14,1,0,0,1,0,1
34,0,9,3,7,0,1,0,0,0,1
41,1,9,4,57,1,1,0,0,0,1
10,0,9,3,52,1,1,1,1,1,1
17,0,1,8,8,0,0,1,0,1,1
17,1,7,4,45,0,1,0,0,1,1
3,0,3,3,91,0,1,0,0,0,1
31,1,9,2,90,0,1,0,0,1,1
1,1,8,3,6,1,1,1,0,1,1
12,1,3,7,43,1,0,0,0,1,1
39,1,1,6,13,1,1,1,0,1,1
4,0,9,10,74,0,0,0,0,1,1
42,1,10,5,95,0,0,1,1,1,1
13,1,1,8,91,0,1,1,1,0,1
34,1,3,1,5,0,1,0,0,0,1
42,0,6,3,34,1,0,1,0,0,1
21,0,6,2,69,1,0,0,0,1,1
22,1,10,2,60,0,0,1,0,0,1
4,0,4,1,23,1,0,0,0,1,1
18,0,2,5,72,1,0,1,0,1,1
5,1,10,5,1,0,1,1,1,0,1
19,1,6,3,77,1,1,1,1,1,1
2,1,10,9,50,1,1,1,1,1,1
12,1,5,6,30,1,0,0,0,1,1
17,1,6,10,93,0,0,1,0,0,1
10,0,7,6,26,0,0,1,0,1,1
34,1,9,10,99,0,0,1,1,1,1
6,1,7,6,30,0,1,1,1,0,1
8,1,4,2,69,1,1,1,1,1,1
11,1,10,10,42,0,0,0,0,0,1
12,1,5,10,81,1,0,0,1,1,1
9,0,6,8,51,1,1,0,1,0,1
2,1,9,6,13,0,1,1,1,0,1
8,0,5,3,58,0,1,0,1,0,1
11,1,5,10,19,0,0,0,0,1,1
36,1,7,9,51,0,1,1,0,1,1
10,1,2,2,74,1,0,0,0,1,1
21,0,3,7,100,1,1,1,1,1,1
20,1,2,3,39,1,1,0,1,0,1
48,1,10,6,67,0,1,0,1,0,1
8,1,10,5,43,0,0,0,0,0,1
36,1,2,6,5,0,0,0,0,1,1
29,1,3,8,86,0,1,1,0,1,1
42,1,6,3,56,1,0,0,0,0,1
12,1,5,2,57,0,1,1,1,0,1
14,0,5,8,71,1,0,1,1,0,1
48,1,2,1,29,1,1,0,0,0,1
50,1,2,2,99,1,0,1,1,0,1
21,1,1,10,51,0,0,1,0,0,1
22,0,3,1,10,0,1,1,0,0,1
21,0,7,5,46,1,1,1,0,0,1
44,1,5,8,4,0,0,0,0,1,1
50,0,7,2,2,0,1,1,0,0,1
30,1,9,4,14,0,1,1,0,0,1
39,1,6,4,1,1,1,0,1,1,1
20,0,2,7,1,1,1,1,0,1,1
24,1,1,1,71,1,0,1,1,1,1
23,0,1,9,53,1,1,1,0,1,1
7,0,10,3,45,1,0,1,0,1,1
9,0,9,6,93,0,0,0,0,0,1
1,1,6,10,40,0,0,0,0,0,1
26,1,6,5,68,1,0,0,1,1,1
38,1,4,4,29,1,1,1,0,1,1
38,1,2,9,43,1,0,0,1,0,1
44,1,10,9,9,1,1,0,0,1,1
22,1,3,1,96,0,1,1,0,0,1
44,1,3,7,87,1,0,1,1,1,1
10,0,8,10,82,0,1,1,1,0,1
6,1,6,9,29,1,0,1,1,1,1
17,1,7,5,88,0,1,1,1,1,1
50,1,9,1,74,0,1,0,0,1,1
38,0,1,8,48,0,1,1,1,1,1
24,0,2,5,34,1,0,1,1,1,1
10,0,9,6,64,1,0,1,1,0,1
8,1,5,7,16,1,0,0,0,1,1
21,0,4,10,30,1,1,1,1,1,1
6,0,1,7,69,0,0,0,0,0,1
21,1,9,7,76,1,1,0,1,1,1
39,1,9,1,51,1,1,1,0,1,1
24,1,4,7,25,1,1,0,1,0,1
33,0,9,3,99,1,1,1,1,0,1
18,1,10,5,4,1,0,0,0,1,1
28,1,1,10,13,0,0,1,0,1,1
32,1,5,5,50,0,1,1,0,1,1
12,1,1,8,14,0,1,1,0,1,1
48,1,4,7,11,1,1,0,1,0,1
42,1,5,7,45,1,0,0,1,0,1
27,0,3,6,63,0,1,0,1,0,1
10,1,2,7,71,1,0,0,1,1,1
46,0,6,7,58,0,0,1,1,0,1
42,0,3,5,94,0,0,0,1,1,1
32,1,10,5,25,0,1,0,1,0,1
42,0,1,4,28,0,0,0,0,1,1
26,0,5,4,3,0,0,0,0,0,1
25,0,2,5,49,1,0,0,1,0,1
11,1,2,10,91,1,0,0,1,0,1
23,0,4,9,24,1,0,0,0,0,1
34,0,4,6,39,1,1,0,1,0,1
40,0,4,8,31,0,1,0,0,1,1
23,0,7,9,99,0,0,1,1,0,1
29,1,1,4,74,0,1,1,0,0,1
31,1,8,7,36,0,0,1,0,0,1
7,0,10,5,9,1,1,0,0,1,1
40,1,9,4,37,0,1,1,0,1,1
33,1,10,7,60,0,0,1,0,1,1
21,0,6,3,99,0,0,1,0,0,1
2,1,4,1,26,1,1,1,0,0,1
18,1,6,7,80,0,1,1,0,0,1
47,0,10,9,6,0,1,1,1,0,1
33,0,7,2,72,0,0,1,0,1,1
37,1,6,7,98,1,0,0,0,1,1
34,1,1,10,8,1,1,0,1,0,1
20,1,5,2,58,0,0,0,1,0,1
35,1,8,3,35,1,1,1,1,0,1
50,0,8,10,29,1,0,0,1,0,1
18,0,10,10,94,0,0,0,1,0,1
46,0,9,3,18,1,0,1,1,0,1
24,0,4,4,40,1,1,1,0,0,1
8,0,10,6,54,0,1,1,1,1,1
30,1,6,3,86,0,1,1,1,0,1
44,1,7,9,83,1,0,0,1,0,1
10,0,5,2,5,0,0,0,1,0,1
23,0,8,7,87,1,1,1,1,1,1
49,0,3,6,21,0,1,1,0,1,1
11,1,8,2,69,1,0,1,1,0,1
2,1,5,3,23,0,0,0,0,0,1
26,1,1,6,61,1,0,1,0,1,1
36,0,6,10,41,1,0,0,0,1,1
33,0,2,4,21,1,0,1,0,1,1
47,0,7,1,81,1,0,0,1,1,1
13,0,9,1,15,1,1,0,0,1,1
40,0,3,3,99,1,0,1,1,1,1
25,1,10,8,12,1,1,1,0,0,1
4,0,4,4,36,1,0,1,1,1,1
42,1,4,1,51,0,0,0,1,0,1
19,1,4,8,23,1,1,0,1,0,1
18,1,3,10,82,0,0,1,0,0,1
37,1,5,6,83,0,1,1,1,1,1
30,1,9,1,90,1,1,0,0,0,1
19,0,8,10,16,0,1,1,0,1,1
23,0,10,10,15,0,0,1,1,0,1
16,0,2,6,0,0,1,0,0,1,1
1,1,9,1,84,0,1,0,1,1,1
12,1,10,10,90,0,0,0,1,1,1
24,1,2,10,0,0,1,0,1,1,1
34,1,7,3,29,1,1,0,0,1,1
8,1,5,2,83,1,0,1,1,1,1
18,1,7,4,23,0,1,0,1,0,1
48,0,5,2,45,1,0,0,0,0,1
5,1,6,5,1,0,1,1,0,1,1
26,1,8,4,14,0,0,1,0,0,1
30,0,1,6,28,0,1,0,0,1,1
13,1,1,7,98,1,1,0,1,0,1
19,0,5,2,61,1,0,0,0,1,1
29,0,1,2,12,1,1,0,0,0,1
3,0,3,8,82,0,1,1,0,0,1
26,1,10,9,64,1,1,1,0,1,1
40,0,9,5,44,1,0,0,1,1,1
12,0,7,7,46,0,0,1,0,1,1
2,1,6,9,15,1,0,1,0,1,1
11,0,8,1,2,1,1,0,1,0,1
44,1,8,8,69,1,0,1,0,1,1
28,1,6,10,94,1,1,0,1,1,1
18,0,4,10,4,0,0,1,0,0,1
13,1,4,9,25,0,0,0,1,1,1
37,1,4,9,91,0,0,0,1,1,1
22,0,6,10,14,0,0,0,0,1,1
12,0,1,7,72,0,1,1,1,1,1
2,0,2,10,54,0,0,1,1,1,1
37,0,6,3,21,1,1,1,1,0,1
7,1,1,5,36,0,0,0,1,1,1
26,0,9,2,84,0,1,1,1,0,1
26,0,6,10,28,1,1,1,0,1,1
24,0,7,3,25,1,0,0,0,0,1
12,1,1,10,69,0,1,0,0,0,1
16,1,8,7,10,1,1,0,0,0,1
23,1,5,1,99,1,0,1,1,0,1
40,1,5,3,19,0,0,0,0,1,1
9,1,6,5,83,1,0,0,0,1,1
32,0,7,4,90,1,1,1,0,0,1
15,1,7,3,69,0,0,1,0,0,1
37,1,5,6,32,0,0,1,1,1,1
13,1,1,6,29,1,1,0,1,1,1
5,0,9,4,49,1,0,0,0,0,1
11,0,6,9,33,0,0,1,0,1,1
10,1,9,6,4,0,1,0,1,0,1
13,0,4,9,79,1,0,0,0,1,1
41,1,2,10,11,1,1,1,0,1,1
46,0,3,10,75,0,0,1,0,0,1
50,0,4,2,74,0,1,0,0,1,1
15,1,10,6,51,0,1,1,0,1,1
42,0,8,4,50,1,0,0,0,1,1
7,1,3,2,20,0,0,1,1,0,1
40,1,8,5,70,0,1,1,1,1,1
28,1,6,3,57,0,1,0,1,1,1
32,0,4,6,97,1,1,0,0,1,1
35,0,7,8,63,1,0,0,1,1,1
15,1,5,4,92,1,1,1,0,1,1
48,1,5,4,5,0,1,0,1,0,1
36,0,9,5,99,0,0,1,1,1,1
21,1,3,6,97,0,0,0,1,1,1
6,0,10,7,48,0,1,0,1,0,1
1,0,4,6,71,1,1,0,1,0,1
4,0,5,7,36,1,1,0,0,0,1
11,1,1,9,9,0,0,0,1,1,1
44,1,7,4,79,0,0,0,0,1,1
26,0,8,10,65,0,1,0,0,0,1
37,1,6,1,55,0,0,0,1,0,1
23,1,9,9,82,0,0,1,0,1,1
29,0,3,7,70,1,0,1,0,1,1
21,0,2,4,65,0,0,1,1,1,1
48,1,5,10,44,1,0,0,0,0,1
45,0,9,8,86,1,0,1,1,1,1
45,1,1,7,94,0,1,1,1,0,1
49,0,1,2,67,1,1,0,1,0,1
27,0,10,1,63,1,0,0,1,0,1
39,1,3,9,15,0,1,1,1,1,1
40,1,10,7,9,0,1,1,0,1,1
13,1,3,10,20,0,1,1,1,0,1
23,1,5,1,91,0,0,1,1,0,1
16,1,4,4,11,1,0,0,0,1,1
30,0,6,5,12,0,1,0,0,0,1
4,0,8,5,80,1,1,1,0,0,1
40,1,8,5,81,1,1,1,1,1,1
16,0,4,3,9,1,1,1,1,1,1
31,1,1,5,91,0,1,1,1,1,1
42,0,7,4,12,1,1,0,0,0,1
25,0,6,5,33,1,0,0,1,0,1
44,1,5,7,58,0,1,1,0,1,1
12,1,4,5,48,1,0,0,0,1,1
26,1,6,8,5,1,1,1,1,0,1
37,0,8,8,11,0,1,1,1,0,1
48,1,6,3,28,1,1,1,0,1,1
33,1,3,5,76,1,0,0,1,1,1
28,1,9,4,25,1,0,0,1,1,1
9,1,3,5,67,0,1,1,0,1,1
12,1,4,8,78,1,0,1,0,0,1
5,1,5,4,15,0,0,0,1,1,1
28,0,2,5,52,0,0,0,1,0,1
35,0,10,7,18,0,1,1,0,0,1
5,0,10,3,46,1,1,1,1,1,1
34,0,2,6,89,1,1,1,0,1,1
46,1,6,9,31,1,0,1,0,0,1
34,1,2,4,69,1,0,0,1,0,1
13,0,10,4,69,0,1,0,1,0,1
39,0,1,6,60,1,1,0,0,0,1
42,0,8,6,4,1,0,0,1,1,1
45,1,10,3,58,0,1,0,0,1,1
48,1,10,1,1,1,1,0,0,0,1
14,1,1,3,1,0,1,1,0,0,1
11,0,10,8,100,0,1,0,1,1,1
42,0,6,8,2,0,0,1,0,0,1
38,0,1,6,69,0,1,0,1,0,1
4,0,8,7,94,1,1,0,0,0,1
33,0,5,2,42,0,0,0,0,0,1
7,1,3,9,4,0,0,0,0,0,1
41,1,5,3,49,1,1,1,1,0,1
8,1,1,2,9,0,1,1,1,1,1
37,1,1,5,26,0,0,1,1,0,1
10,1,4,1,23,1,1,0,1,0,1
43,0,9,5,21,0,0,0,1,0,1
15,1,9,10,88,1,1,0,1,0,1
38,0,1,4,2,1,1,1,1,0,1
15,1,3,6,15,0,1,1,1,1,1
5,0,4,5,29,1,1,0,1,1,1
29,0,2,9,42,0,1,0,1,1,1
19,0,7,5,3,1,1,1,1,0,1
10,0,3,8,39,1,0,0,0,1,1
12,0,1,2,15,0,0,1,0,0,1
4,0,1,3,71,0,1,0,1,0,1
31,1,3,3,87,1,0,1,0,0,1
18,0,6,3,15,0,0,1,1,1,1
16,0,4,6,90,0,0,1,0,1,1
40,1,1,7,65,0,1,1,0,0,1
36,0,7,7,54,1,0,1,1,1,1
25,1,2,7,19,0,0,0,0,0,1
23,1,5,3,50,1,0,0,0,1,1
12,0,8,1,83,1,1,1,1,0,1
34,0,7,6,83,1,1,1,0,1,1
36,1,8,3,82,0,0,0,1,1,1
37,0,10,3,56,0,1,1,1,1,1
3,1,6,3,50,0,1,1,0,1,1
9,0,7,9,17,0,1,1,1,0,1
18,1,9,4,76,0,1,1,1,1,1
43,0,6,5,80,0,0,0,1,1,1
35,0,9,3,58,1,1,0,0,1,1
34,1,2,10,96,1,0,0,0,0,1
41,1,2,1,27,0,0,0,0,1,1
14,1,2,4,68,1,1,1,0,1,1
4,1,6,1,27,1,1,0,0,0,1
29,0,2,7,88,1,1,0,1,0,1
41,1,3,7,83,0,0,0,1,0,1
45,1,8,4,84,1,1,1,0,0,1
50,0,8,5,12,1,1,1,0,1,1
15,0,4,10,5,1,1,0,1,1,1
28,1,9,7,28,0,0,0,0,0,1
42,0,8,6,8,1,1,1,1,0,1
16,1,1,4,28,0,0,1,0,0,1
12,0,8,4,37,0,1,0,0,1,1
5,1,1,2,64,0,1,0,1,0,1
34,0,4,10,55,0,1,0,0,1,1
42,1,10,2,29,1,1,1,1,0,1
1,1,6,4,95,1,0,0,1,1,1
39,0,7,5,58,1,0,0,1,1,1
32,0,10,4,86,1,0,0,1,0,1
26,1,4,3,57,1,0,0,1,0,1
17,1,8,2,9,1,1,0,1,1,1
48,0,8,4,20,1,0,1,0,0,1
27,0,9,5,55,1,1,1,1,0,1
24,0,6,1,25,0,0,1,1,1,1
35,0,4,1,14,0,0,1,0,1,1
46,0,2,6,80,1,1,1,1,0,1
42,0,7,5,34,0,1,1,0,0,1
39,0,10,4,88,0,1,1,1,1,1
26,0,3,1,14,0,0,1,1,0,1
49,0,3,7,96,1,0,1,1,1,1
38,1,3,4,74,0,1,0,1,1,1
23,0,4,3,87,0,0,0,0,1,1
22,0,2,7,5,1,1,1,0,1,1
4,1,5,2,27,1,1,1,0,1,1
49,1,3,10,62,1,1,0,0,0,1
9,1,10,1,28,0,0,0,0,1,1
4,1,5,4,47,0,1,0,0,1,1
7,1,7,8,62,1,1,1,0,1,1
23,1,9,6,57,1,1,0,0,0,1
2,0,2,9,20,1,0,1,0,0,1
49,1,9,1,75,1,0,1,1,1,1
24,1,10,1,21,1,1,0,0,1,1
40,1,6,5,26,0,0,1,1,0,1
31,0,6,6,84,1,0,0,0,1,1
47,1,3,8,78,0,0,0,1,1,1
31,0,10,3,56,1,0,0,0,1,1
47,1,9,6,81,0,0,0,1,0,1
40,1,4,3,9,0,0,0,0,0,1
48,0,5,8,21,1,0,0,0,0,1
43,0,3,4,43,0,1,0,0,0,1
34,1,5,2,83,0,0,0,1,0,1
24,0,8,9,82,1,1,1,0,1,1
49,0,8,10,27,0,1,0,1,0,1
26,1,8,8,100,0,0,1,1,1,1
16,1,6,6,49,0,1,0,1,0,1
47,1,1,3,50,1,1,1,0,1,1
13,0,10,2,0,1,1,0,1,1,1
15,1,6,4,33,0,1,1,1,0,1
27,1,10,4,34,0,0,1,1,0,1
4,0,7,1,89,1,0,1,1,1,1
16,0,9,9,60,1,1,1,1,1,1
30,1,8,10,29,0,1,0,1,0,1
44,0,8,8,75,0,1,1,1,1,1
30,1,7,7,77,0,0,1,1,1,1
36,0,2,6,67,1,1,0,1,1,1
3,1,1,3,75,0,0,1,0,1,1
22,0,2,4,87,0,0,0,1,0,1
49,0,6,2,39,0,1,0,1,1,1
22,0,2,7,94,1,1,1,1,0,1
50,0,10,2,64,0,0,0,1,1,1
50,1,4,10,36,0,1,0,0,1,1
49,0,10,1,63,0,1,0,0,0,1
12,1,3,6,0,1,1,1,0,1,1
21,0,6,4,14,0,0,1,1,0,1
4,0,8,8,12,0,1,1,0,1,1
31,1,6,1,28,1,0,1,0,0,1
44,0,2,9,54,0,1,1,1,1,1
31,0,5,6,44,1,0,0,1,1,1
23,1,6,2,3,1,0,0,1,1,1
20,0,9,8,63,1,1,1,1,1,1
15,1,6,5,14,1,0,1,0,1,1
23,0,10,5,47,1,1,0,1,0,1
28,0,5,5,75,1,1,0,1,1,1
16,0,1,7,55,0,1,0,0,1,1
37,1,10,7,88,1,1,1,0,1,1
21,0,5,10,90,0,1,0,1,0,1
15,0,5,7,69,1,1,1,0,0,1
17,0,6,10,86,0,0,1,1,0,1
50,0,7,2,14,0,0,0,1,1,1
37,0,4,8,38,1,1,0,1,0,1
13,0,7,1,68,0,0,1,1,1,1
19,0,5,2,86,0,1,1,1,0,1
30,0,6,7,78,1,1,0,0,1,1
45,0,4,4,88,0,0,0,0,0,1
18,1,8,10,59,0,0,1,0,0,1
14,0,9,10,93,1,1,0,0,1,1
36,1,2,9,43,0,1,1,0,1,1
36,1,4,9,42,0,1,0,1,0,1
20,1,8,3,3,1,1,0,1,0,1
19,0,8,3,76,0,0,1,1,1,1
45,1,9,9,49,0,0,0,0,0,1
44,1,3,10,38,1,1,0,0,0,1
7,1,1,8,53,0,0,1,0,0,1
44,0,9,1,22,1,0,1,0,0,1
4,1,1,6,59,1,0,0,1,1,1
34,0,3,7,79,0,0,1,1,0,1
2,1,3,8,34,0,1,0,0,0,1
5,1,9,2,53,1,1,1,0,0,1
10,0,1,1,57,1,1,1,1,1,1
32,0,7,4,61,1,0,1,0,1,1
42,1,2,1,79,1,0,0,1,1,1
41,1,7,2,47,0,1,0,0,1,1
13,1,1,3,6,1,1,0,0,1,1
39,0,10,4,44,0,1,1,0,0,1
5,0,10,6,12,0,1,1,0,0,1
10,1,8,8,52,0,0,0,0,0,1
10,1,10,9,92,0,1,0,0,0,1
38,0,10,4,38,0,1,1,1,0,1
27,0,2,1,83,0,1,0,1,0,1
21,1,3,5,92,0,0,0,0,1,1
8,0,8,5,17,0,0,0,0,1,1
